2024-05-09 23:24:42,777 INFO    StreamThr :18684 [internal.py:wandb_internal():86] W&B internal server running at pid: 18684, started at: 2024-05-09 23:24:42.777090
2024-05-09 23:24:42,778 DEBUG   HandlerThread:18684 [handler.py:handle_request():146] handle_request: status
2024-05-09 23:24:42,779 INFO    WriterThread:18684 [datastore.py:open_for_write():87] open: c:\Users\eriki\OneDrive\Documents\all_folder\other_projects\VideoFinder\wandb\run-20240509_232441-11y6tiyt\run-11y6tiyt.wandb
2024-05-09 23:24:42,779 DEBUG   SenderThread:18684 [sender.py:send():379] send: header
2024-05-09 23:24:42,780 DEBUG   SenderThread:18684 [sender.py:send():379] send: run
2024-05-09 23:24:43,218 INFO    SenderThread:18684 [dir_watcher.py:__init__():211] watching files in: c:\Users\eriki\OneDrive\Documents\all_folder\other_projects\VideoFinder\wandb\run-20240509_232441-11y6tiyt\files
2024-05-09 23:24:43,218 INFO    SenderThread:18684 [sender.py:_start_run_threads():1124] run started: 11y6tiyt with start time 1715286281.966033
2024-05-09 23:24:43,226 DEBUG   HandlerThread:18684 [handler.py:handle_request():146] handle_request: check_version
2024-05-09 23:24:43,227 DEBUG   SenderThread:18684 [sender.py:send_request():406] send_request: check_version
2024-05-09 23:24:43,480 DEBUG   HandlerThread:18684 [handler.py:handle_request():146] handle_request: run_start
2024-05-09 23:24:43,489 DEBUG   HandlerThread:18684 [system_info.py:__init__():26] System info init
2024-05-09 23:24:43,489 DEBUG   HandlerThread:18684 [system_info.py:__init__():41] System info init done
2024-05-09 23:24:43,489 INFO    HandlerThread:18684 [system_monitor.py:start():194] Starting system monitor
2024-05-09 23:24:43,490 INFO    SystemMonitor:18684 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-09 23:24:43,490 INFO    HandlerThread:18684 [system_monitor.py:probe():214] Collecting system info
2024-05-09 23:24:43,496 INFO    SystemMonitor:18684 [interfaces.py:start():190] Started cpu monitoring
2024-05-09 23:24:43,496 INFO    SystemMonitor:18684 [interfaces.py:start():190] Started disk monitoring
2024-05-09 23:24:43,501 DEBUG   HandlerThread:18684 [system_info.py:probe():150] Probing system
2024-05-09 23:24:43,502 INFO    SystemMonitor:18684 [interfaces.py:start():190] Started gpu monitoring
2024-05-09 23:24:43,509 INFO    SystemMonitor:18684 [interfaces.py:start():190] Started memory monitoring
2024-05-09 23:24:43,519 INFO    SystemMonitor:18684 [interfaces.py:start():190] Started network monitoring
2024-05-09 23:24:43,519 DEBUG   HandlerThread:18684 [system_info.py:_probe_git():135] Probing git
2024-05-09 23:24:43,576 DEBUG   HandlerThread:18684 [system_info.py:_probe_git():143] Probing git done
2024-05-09 23:24:43,576 DEBUG   HandlerThread:18684 [system_info.py:probe():198] Probing system done
2024-05-09 23:24:43,576 DEBUG   HandlerThread:18684 [system_monitor.py:probe():223] {'os': 'Windows-10-10.0.22631-SP0', 'python': '3.11.4', 'heartbeatAt': '2024-05-09T20:24:43.501270', 'startedAt': '2024-05-09T20:24:41.959762', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '<python with no main file>', 'codePathLocal': None, 'git': {'remote': 'https://github.com/warik21/VideoFinder.git', 'commit': '813060277001d0f1a9c78a38976d4c3b756db77c'}, 'email': '65851326+warik21@users.noreply.github.com', 'root': 'C:/Users/eriki/OneDrive/Documents/all_folder/other_projects/VideoFinder', 'host': 'Warik', 'username': 'eriki', 'executable': 'c:\\Users\\eriki\\OneDrive\\Documents\\all_folder\\other_projects\\VideoFinder\\VFenv\\Scripts\\python.exe', 'cpu_count': 8, 'cpu_count_logical': 12, 'cpu_freq': {'current': 2100.0, 'min': 0.0, 'max': 2100.0}, 'cpu_freq_per_core': [{'current': 2100.0, 'min': 0.0, 'max': 2100.0}], 'disk': {'/': {'total': 474.71581649780273, 'used': 265.6028709411621}}, 'gpu': 'NVIDIA GeForce RTX 3050 6GB Laptop GPU', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3050 6GB Laptop GPU', 'memory_total': 6442450944}], 'memory': {'total': 15.730522155761719}}
2024-05-09 23:24:43,576 INFO    HandlerThread:18684 [system_monitor.py:probe():224] Finished collecting system info
2024-05-09 23:24:43,576 INFO    HandlerThread:18684 [system_monitor.py:probe():227] Publishing system info
2024-05-09 23:24:43,577 INFO    HandlerThread:18684 [system_monitor.py:probe():229] Finished publishing system info
2024-05-09 23:24:43,577 DEBUG   SenderThread:18684 [sender.py:send():379] send: files
2024-05-09 23:24:43,577 INFO    SenderThread:18684 [sender.py:_save_file():1390] saving file wandb-metadata.json with policy now
2024-05-09 23:24:43,688 DEBUG   HandlerThread:18684 [handler.py:handle_request():146] handle_request: python_packages
2024-05-09 23:24:43,688 DEBUG   SenderThread:18684 [sender.py:send_request():406] send_request: python_packages
2024-05-09 23:24:43,689 DEBUG   HandlerThread:18684 [handler.py:handle_request():146] handle_request: stop_status
2024-05-09 23:24:43,689 DEBUG   SenderThread:18684 [sender.py:send_request():406] send_request: stop_status
2024-05-09 23:24:43,690 DEBUG   HandlerThread:18684 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-09 23:24:43,897 DEBUG   SenderThread:18684 [sender.py:send():379] send: telemetry
2024-05-09 23:24:43,919 DEBUG   HandlerThread:18684 [handler.py:handle_request():146] handle_request: log_artifact
2024-05-09 23:24:43,919 DEBUG   SenderThread:18684 [sender.py:send_request():406] send_request: log_artifact
2024-05-09 23:24:44,223 INFO    Thread-31 :18684 [dir_watcher.py:_on_file_created():271] file/dir created: c:\Users\eriki\OneDrive\Documents\all_folder\other_projects\VideoFinder\wandb\run-20240509_232441-11y6tiyt\files\media\table\train_dataset_0_1414779686912986b3b9.table.json
2024-05-09 23:24:44,223 INFO    Thread-31 :18684 [dir_watcher.py:_on_file_created():271] file/dir created: c:\Users\eriki\OneDrive\Documents\all_folder\other_projects\VideoFinder\wandb\run-20240509_232441-11y6tiyt\files\requirements.txt
2024-05-09 23:24:44,223 INFO    Thread-31 :18684 [dir_watcher.py:_on_file_created():271] file/dir created: c:\Users\eriki\OneDrive\Documents\all_folder\other_projects\VideoFinder\wandb\run-20240509_232441-11y6tiyt\files\wandb-metadata.json
2024-05-09 23:24:44,224 INFO    Thread-31 :18684 [dir_watcher.py:_on_file_created():271] file/dir created: c:\Users\eriki\OneDrive\Documents\all_folder\other_projects\VideoFinder\wandb\run-20240509_232441-11y6tiyt\files\media
2024-05-09 23:24:44,224 INFO    Thread-31 :18684 [dir_watcher.py:_on_file_created():271] file/dir created: c:\Users\eriki\OneDrive\Documents\all_folder\other_projects\VideoFinder\wandb\run-20240509_232441-11y6tiyt\files\media\table
2024-05-09 23:24:44,283 INFO    wandb-upload_0:18684 [upload_job.py:push():131] Uploaded file C:\Users\eriki\AppData\Local\Temp\tmpq97300h_wandb\esrbikdi-wandb-metadata.json
2024-05-09 23:24:44,525 DEBUG   HandlerThread:18684 [handler.py:handle_request():146] handle_request: log_artifact
2024-05-09 23:24:44,537 DEBUG   HandlerThread:18684 [handler.py:handle_request():146] handle_request: partial_history
2024-05-09 23:24:45,235 INFO    Thread-31 :18684 [dir_watcher.py:_on_file_created():271] file/dir created: c:\Users\eriki\OneDrive\Documents\all_folder\other_projects\VideoFinder\wandb\run-20240509_232441-11y6tiyt\files\media\table\eval_dataset_0_b7aaf8fc20e3a812fdcf.table.json
2024-05-09 23:24:45,235 INFO    Thread-31 :18684 [dir_watcher.py:_on_file_modified():288] file/dir modified: c:\Users\eriki\OneDrive\Documents\all_folder\other_projects\VideoFinder\wandb\run-20240509_232441-11y6tiyt\files\media\table
2024-05-09 23:24:45,547 DEBUG   HandlerThread:18684 [handler.py:handle_request():146] handle_request: poll_exit
2024-05-09 23:24:45,667 INFO    wandb-upload_1:18684 [upload_job.py:push():131] Uploaded file C:\Users\eriki\AppData\Local\Temp\tmpq97300h_wandb\in263hvc-media/table/train_dataset_0_1414779686912986b3b9.table.json
2024-05-09 23:24:46,126 INFO    wandb-upload_2:18684 [upload_job.py:push():131] Uploaded file C:\Users\eriki\AppData\Local\Temp\tmpq97300h_wandb\kzmvi0yl-media/table/eval_dataset_0_b7aaf8fc20e3a812fdcf.table.json
2024-05-09 23:24:46,549 INFO    wandb-upload_0:18684 [upload_job.py:push():89] Uploaded file C:\Users\eriki\AppData\Local\wandb\wandb\artifacts\staging\tmpqx8wg394
2024-05-09 23:24:47,315 INFO    SenderThread:18684 [sender.py:send_request_log_artifact():1456] logged artifact run-11y6tiyt-train_dataset - {'id': 'QXJ0aWZhY3Q6ODI5MzkwOTEw', 'state': 'PENDING', 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjE3MjY5MDM0NA==', 'latestArtifact': None}}
2024-05-09 23:24:47,315 DEBUG   SenderThread:18684 [sender.py:send():379] send: files
2024-05-09 23:24:47,315 INFO    SenderThread:18684 [sender.py:_save_file():1390] saving file media\table\train_dataset_0_1414779686912986b3b9.table.json with policy now
2024-05-09 23:24:47,315 DEBUG   SenderThread:18684 [sender.py:send_request():406] send_request: log_artifact
2024-05-09 23:24:48,734 INFO    wandb-upload_0:18684 [upload_job.py:push():89] Uploaded file C:\Users\eriki\AppData\Local\wandb\wandb\artifacts\staging\tmpxgk9kumg
2024-05-09 23:24:48,886 INFO    wandb-upload_1:18684 [upload_job.py:push():131] Uploaded file C:\Users\eriki\AppData\Local\Temp\tmpq97300h_wandb\5x5zaqlp-media/table/train_dataset_0_1414779686912986b3b9.table.json
2024-05-09 23:24:49,516 INFO    SenderThread:18684 [sender.py:send_request_log_artifact():1456] logged artifact run-11y6tiyt-eval_dataset - {'id': 'QXJ0aWZhY3Q6ODI5MzkwOTM5', 'state': 'PENDING', 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjE3MjY5MDM0OQ==', 'latestArtifact': None}}
2024-05-09 23:24:49,516 DEBUG   SenderThread:18684 [sender.py:send():379] send: files
2024-05-09 23:24:49,516 INFO    SenderThread:18684 [sender.py:_save_file():1390] saving file media\table\eval_dataset_0_b7aaf8fc20e3a812fdcf.table.json with policy now
2024-05-09 23:24:49,516 DEBUG   HandlerThread:18684 [handler.py:handle_request():146] handle_request: status_report
2024-05-09 23:24:49,517 DEBUG   SenderThread:18684 [sender.py:send():379] send: history
2024-05-09 23:24:49,517 DEBUG   SenderThread:18684 [sender.py:send_request():406] send_request: summary_record
2024-05-09 23:24:49,518 INFO    SenderThread:18684 [sender.py:_save_file():1390] saving file wandb-summary.json with policy end
2024-05-09 23:24:49,518 DEBUG   SenderThread:18684 [sender.py:send():379] send: telemetry
2024-05-09 23:24:49,518 DEBUG   SenderThread:18684 [sender.py:send():379] send: exit
2024-05-09 23:24:49,518 INFO    SenderThread:18684 [sender.py:send_exit():586] handling exit code: 0
2024-05-09 23:24:49,518 INFO    SenderThread:18684 [sender.py:send_exit():588] handling runtime: 1
2024-05-09 23:24:49,519 INFO    SenderThread:18684 [sender.py:_save_file():1390] saving file wandb-summary.json with policy end
2024-05-09 23:24:49,519 INFO    SenderThread:18684 [sender.py:send_exit():594] send defer
2024-05-09 23:24:49,520 DEBUG   SenderThread:18684 [sender.py:send_request():406] send_request: poll_exit
2024-05-09 23:24:49,520 DEBUG   HandlerThread:18684 [handler.py:handle_request():146] handle_request: defer
2024-05-09 23:24:49,520 INFO    HandlerThread:18684 [handler.py:handle_request_defer():172] handle defer: 0
2024-05-09 23:24:49,521 DEBUG   SenderThread:18684 [sender.py:send_request():406] send_request: defer
2024-05-09 23:24:49,521 INFO    SenderThread:18684 [sender.py:send_request_defer():610] handle sender defer: 0
2024-05-09 23:24:49,521 INFO    SenderThread:18684 [sender.py:transition_state():614] send defer: 1
2024-05-09 23:24:49,521 DEBUG   HandlerThread:18684 [handler.py:handle_request():146] handle_request: defer
2024-05-09 23:24:49,521 INFO    HandlerThread:18684 [handler.py:handle_request_defer():172] handle defer: 1
2024-05-09 23:24:49,521 DEBUG   SenderThread:18684 [sender.py:send_request():406] send_request: defer
2024-05-09 23:24:49,521 INFO    SenderThread:18684 [sender.py:send_request_defer():610] handle sender defer: 1
2024-05-09 23:24:49,521 INFO    SenderThread:18684 [sender.py:transition_state():614] send defer: 2
2024-05-09 23:24:49,521 DEBUG   HandlerThread:18684 [handler.py:handle_request():146] handle_request: defer
2024-05-09 23:24:49,521 INFO    HandlerThread:18684 [handler.py:handle_request_defer():172] handle defer: 2
2024-05-09 23:24:49,521 INFO    HandlerThread:18684 [system_monitor.py:finish():203] Stopping system monitor
2024-05-09 23:24:49,521 DEBUG   SystemMonitor:18684 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-05-09 23:24:49,527 DEBUG   SystemMonitor:18684 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2024-05-09 23:24:49,527 INFO    HandlerThread:18684 [interfaces.py:finish():202] Joined cpu monitor
2024-05-09 23:24:49,527 DEBUG   SystemMonitor:18684 [system_monitor.py:_start():183] Publishing last batch of metrics
2024-05-09 23:24:49,529 INFO    HandlerThread:18684 [interfaces.py:finish():202] Joined disk monitor
2024-05-09 23:24:49,575 INFO    HandlerThread:18684 [interfaces.py:finish():202] Joined gpu monitor
2024-05-09 23:24:49,575 INFO    HandlerThread:18684 [interfaces.py:finish():202] Joined memory monitor
2024-05-09 23:24:49,575 INFO    HandlerThread:18684 [interfaces.py:finish():202] Joined network monitor
2024-05-09 23:24:49,575 DEBUG   SenderThread:18684 [sender.py:send_request():406] send_request: defer
2024-05-09 23:24:49,575 INFO    SenderThread:18684 [sender.py:send_request_defer():610] handle sender defer: 2
2024-05-09 23:24:49,576 INFO    SenderThread:18684 [sender.py:transition_state():614] send defer: 3
2024-05-09 23:24:49,576 DEBUG   SenderThread:18684 [sender.py:send():379] send: stats
2024-05-09 23:24:49,576 DEBUG   HandlerThread:18684 [handler.py:handle_request():146] handle_request: defer
2024-05-09 23:24:49,576 INFO    HandlerThread:18684 [handler.py:handle_request_defer():172] handle defer: 3
2024-05-09 23:24:49,576 DEBUG   SenderThread:18684 [sender.py:send_request():406] send_request: defer
2024-05-09 23:24:49,576 INFO    SenderThread:18684 [sender.py:send_request_defer():610] handle sender defer: 3
2024-05-09 23:24:49,576 INFO    SenderThread:18684 [sender.py:transition_state():614] send defer: 4
