2024-05-10 03:08:30,640 INFO    StreamThr :9756 [internal.py:wandb_internal():86] W&B internal server running at pid: 9756, started at: 2024-05-10 03:08:30.639477
2024-05-10 03:08:30,641 DEBUG   HandlerThread:9756 [handler.py:handle_request():146] handle_request: status
2024-05-10 03:08:30,644 INFO    WriterThread:9756 [datastore.py:open_for_write():87] open: c:\Users\eriki\OneDrive\Documents\all_folder\other_projects\VideoFinder\wandb\run-20240510_030830-de92i8wa\run-de92i8wa.wandb
2024-05-10 03:08:30,644 DEBUG   SenderThread:9756 [sender.py:send():379] send: header
2024-05-10 03:08:30,678 DEBUG   SenderThread:9756 [sender.py:send():379] send: run
2024-05-10 03:08:31,132 DEBUG   HandlerThread:9756 [handler.py:handle_request():146] handle_request: check_version
2024-05-10 03:08:31,133 INFO    SenderThread:9756 [dir_watcher.py:__init__():211] watching files in: c:\Users\eriki\OneDrive\Documents\all_folder\other_projects\VideoFinder\wandb\run-20240510_030830-de92i8wa\files
2024-05-10 03:08:31,133 INFO    SenderThread:9756 [sender.py:_start_run_threads():1124] run started: de92i8wa with start time 1715299710.639477
2024-05-10 03:08:31,133 DEBUG   SenderThread:9756 [sender.py:send_request():406] send_request: check_version
2024-05-10 03:08:31,372 DEBUG   HandlerThread:9756 [handler.py:handle_request():146] handle_request: run_start
2024-05-10 03:08:31,382 DEBUG   HandlerThread:9756 [system_info.py:__init__():26] System info init
2024-05-10 03:08:31,382 DEBUG   HandlerThread:9756 [system_info.py:__init__():41] System info init done
2024-05-10 03:08:31,382 INFO    HandlerThread:9756 [system_monitor.py:start():194] Starting system monitor
2024-05-10 03:08:31,382 INFO    SystemMonitor:9756 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-10 03:08:31,382 INFO    HandlerThread:9756 [system_monitor.py:probe():214] Collecting system info
2024-05-10 03:08:31,387 INFO    SystemMonitor:9756 [interfaces.py:start():190] Started cpu monitoring
2024-05-10 03:08:31,387 INFO    SystemMonitor:9756 [interfaces.py:start():190] Started disk monitoring
2024-05-10 03:08:31,391 DEBUG   HandlerThread:9756 [system_info.py:probe():150] Probing system
2024-05-10 03:08:31,392 INFO    SystemMonitor:9756 [interfaces.py:start():190] Started gpu monitoring
2024-05-10 03:08:31,402 INFO    SystemMonitor:9756 [interfaces.py:start():190] Started memory monitoring
2024-05-10 03:08:31,415 INFO    SystemMonitor:9756 [interfaces.py:start():190] Started network monitoring
2024-05-10 03:08:31,417 DEBUG   HandlerThread:9756 [system_info.py:_probe_git():135] Probing git
2024-05-10 03:08:31,475 DEBUG   HandlerThread:9756 [system_info.py:_probe_git():143] Probing git done
2024-05-10 03:08:31,476 DEBUG   HandlerThread:9756 [system_info.py:probe():198] Probing system done
2024-05-10 03:08:31,476 DEBUG   HandlerThread:9756 [system_monitor.py:probe():223] {'os': 'Windows-10-10.0.22631-SP0', 'python': '3.11.4', 'heartbeatAt': '2024-05-10T00:08:31.392979', 'startedAt': '2024-05-10T00:08:30.632396', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '<python with no main file>', 'codePathLocal': None, 'git': {'remote': 'https://github.com/warik21/VideoFinder.git', 'commit': '813060277001d0f1a9c78a38976d4c3b756db77c'}, 'email': '65851326+warik21@users.noreply.github.com', 'root': 'C:/Users/eriki/OneDrive/Documents/all_folder/other_projects/VideoFinder', 'host': 'Warik', 'username': 'eriki', 'executable': 'c:\\Users\\eriki\\OneDrive\\Documents\\all_folder\\other_projects\\VideoFinder\\VFenv\\Scripts\\python.exe', 'cpu_count': 8, 'cpu_count_logical': 12, 'cpu_freq': {'current': 2100.0, 'min': 0.0, 'max': 2100.0}, 'cpu_freq_per_core': [{'current': 2100.0, 'min': 0.0, 'max': 2100.0}], 'disk': {'/': {'total': 474.71581649780273, 'used': 266.164249420166}}, 'gpu': 'NVIDIA GeForce RTX 3050 6GB Laptop GPU', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3050 6GB Laptop GPU', 'memory_total': 6442450944}], 'memory': {'total': 15.730522155761719}}
2024-05-10 03:08:31,476 INFO    HandlerThread:9756 [system_monitor.py:probe():224] Finished collecting system info
2024-05-10 03:08:31,476 INFO    HandlerThread:9756 [system_monitor.py:probe():227] Publishing system info
2024-05-10 03:08:31,476 INFO    HandlerThread:9756 [system_monitor.py:probe():229] Finished publishing system info
2024-05-10 03:08:31,477 DEBUG   SenderThread:9756 [sender.py:send():379] send: files
2024-05-10 03:08:31,477 INFO    SenderThread:9756 [sender.py:_save_file():1390] saving file wandb-metadata.json with policy now
2024-05-10 03:08:31,602 DEBUG   HandlerThread:9756 [handler.py:handle_request():146] handle_request: python_packages
2024-05-10 03:08:31,603 DEBUG   SenderThread:9756 [sender.py:send_request():406] send_request: python_packages
